Polarity,Text
Neg,الجينسس حساس و ما يصلح للخطوط.
Pos,الجينسس اريح أرسى أقوى أوسع.
Pos,و الله الراحه بالتوريس 6 سلندر اخر موديل هاذي ما بعدها سيارة.
Pos,و الله أرشح له الكرايزلر سيارة راسية جدا تنفع للخطوط.
Pos,الافلون مع خويي 2012  كارف أمها كرف و ما شاء الله تبارك الله ما عمره شكى منها لله الحمد قبل فترة اذكرها ماشيه فوق 350 الف من فترة طويلة و الآن اتوقع قربت من ال 400 و قير مكينة شد بلد.
Mix,من ناحية المواصفات تتفوق الجنيسس بالدفع الخلفي و بالنقاط العمياء و الرادار و الخروج من المسار و غيره. لكن خرب علي الكمبروسر صار ما يبرد و هي واقفة و احيانا حتى و هي ماشيه يفصل. مشكلة الهونداي بالمكيفات كما هي.
Pos,الافالون ما شاء الله ما قد واجهت فيها مشاكل أبدا. زيت و بنزين و امشي. وكنت اسافر كثير.
Pos,اذا يبي موتر اعتمادي ياخذ افالون.
Mix,من رأيي الافالون عملية أكثر بحكم قلة المواصفات.
Pos,انا أرشح الجينيسس لعدة أسباب. السبب الأكبر ان ضمانها يخدمة كثير 5 سنوات بدون تحديد الكيلومترات. بما انه راعي خطوط تقريبا بيتعدى 100 الف خلال سنة.
Pos,المواصفات الداخلية و مواصفات المحرك لصالح الجينيسس و الرساوة و العزل للجينيسس.
Pos,أفلون تصبر أكثر و تتحمل كثير.
Neg,معظم اللي اشترى جينسس يشتكي عدم اهتمام الوكيل بالعميل.
Pos,أكيد افالون سيارة معروفة و مشهود لها بالكرف.
Neg,الجنسس حساساتها واجد و قطع غيارها نار.
Neg,انا أول تجربة لي في ماكسيما 2014 اللي قيرها CVT اشعر بحنه الماكينة.
Pos,المعروف من محركات النيسان انها تتحمل مسافات و سنوات طويلة.
Pos,عن تجربة مدت سنتين طبعا الموديل 2004 صبورة البنزين تتمضمض بوه ما تشفط تعبيها فل 25 ريال قطع الغيار متوفرة اصلي ياباني تجاري مكيفه ممتاز سيارة ديره مية بالمية و اذا لزمت الأمور تمسك الخط للسفر.
Pos,جربتها أجار في دبي عزمها جيد تسحب معاك و هي اربع سلندر تكييفها معروف طبعا النيسان ممتاز في التكييف و القطع متوفرة.
Neg,عندي الحرارة مبهذلتني غيرت غطاء الرديتر و غيرت بلف الحرارة و فكيت الرديتر كامل و نظفته و فرغت مويته و عبيته موية جديدة حق الرديتر و للحين مبهذلني في احد عنده حل او يعرف محل يحل لي المشكلة.
Neg,السلام عليكم ورحمة الله وبركاته لماذا لا نتقدم بشكوى عن مشاكل تخبيط الماكينة السوناتا على وزارة التجارة ضد وكلاء السوناتا اغلب ملاك السوناتا غيروا مكاين او وضبوا ماكينة لماذا لا نكون رابطة و نتواصل و نتحد و نتقدم بشكوى.
Neg,اليوم و انا ماشي على السوناتا 140 كيلو فجأة طلع دخان من الكبوت و من جوانب السيارة. وقفت و طفت السيارة و نزلت حصلت زيت على الأرض اتوقع ان الماكينة انكسرت و لكن لا اعلم سبب تخبيطها.
Pos,وش فيها المازدا يوم تتركونها و تروحون للسوناتا و هي افضل منها بمراحل بالخدمة و أرخص بالصيانة و قطع الغيار.
Neg,سعر غالي و خدمة صفر.
Neg,وش لك في التشارجر حرارة و مرض تشتريها ب 50 تبيعها ب 20 الف احفظ ريالك.
Neg,المشكلة تكمن في الدركسون ثقيل جدا عند الالتفاف و عند السرعات البطيئة و الوقوف.
Pos,RX فيه أنظمة خيالية من ناحية سستم الصوت و نظام التعليق و العزل و الإنسيابية من غير العزم و الصلابة و القطع متوفرة.
Mix,اليوكن يا اخوان أحسه كبير و ثقيل و الا هو الخيار المناسب و سعره مناسب و حتى الدفعة الأولى مناسبة.
Pos,خذ لك لفة على انفنتي QX70 سعره 220 الف تقريبا 8 سلندر عزمه بطران ما شاء الله هذا ال 6 ما بالك بال 8 سلندر و مركبه مريح و تكييف ما ممكن تحصل مثله بالسيارات الثانية أكلمك عن تجربة.
Pos,اللكزس أشوفها افضل بحكم وكيلها.
Pos,اللكزس الشكل الجديد بالنسبة لي من أجمل السيارات خاصة RX جدا مميز.
Neg,اللنكلن أشوفها سيئة التصميم.
Pos,ليكزس و انت مغمض الجوده و العمر الطويل.
Mix,أرشح لك السوناتا بعد الفحص قوية و خدومة لكن يبغى لك تعطيها حقها بالعناية.
Mix,الكامري تكرف و لا تقول شيء بس مملة بحكم انها غير استخدام امريكي.
Pos,انصحك في السوناتا عندي 2010 امريكي 6 سلندر ليميتد تسخين شاشة فتحة جدا ممتازة و خدومة.
Pos,مكيف الجيل هذا ممتاز و قطع غيارها متوفرة و أسعارها أقل من الجيل الجديد.
Pos,الكامري مكينة 2400 سي سي أقل استهلاك للبنزين.
Neg,نصيحتي لك لا تقرب السوناتا صح عملية الشهادة  لله خصوصا بالعضلات لكن عندك عيوب مصنعية زي تهريب الزيت من المكينة و خصوصا وجه المكينة مهما غيرت وجه جديد او غطاء مكينة ما راح ينفع  و بتضل تهرب زيت و ينزل على الدينمو و يخرب هذا من باب تجربة ل 2007 6 سلندر لمدة 5 سنين تقريبًا.
Mix,عزلها تعبان بس تحملها و مكيفها و عزمها مره بطل.
Neg,عيب الكامري المكيف و كمان متعبة للظهر.
Neg,الالتيما تفقد سعرها و غير مرغوبة عند اعادة البيع.
Pos,انا من رأيي اذا الالتيما تبي تاخذ من 2013 و فوق أرشحها لك مواصفات افضل.
Pos,مواصفات أكثر لصالح الخليجي و تيجي من بلده و اكسسورات زايدة.
Neg,مشكلة الهايلكس15 وكالة مبالغ بسعرها حصلتها قبل رمضان ب 100 و اذا استخدمتها حدها 70.
Pos,اذا تبي مواصفات نصيحتي خذ الساير معنا وحده 15 الساير ما شاء الله تبارك الله.
Neg,و انا راجع جدة احاول اشغل المثبت مو راضي يشتغل حاولت أكثر من مره مو راضي.
Neg,النترا موديلات 14 فيها عيب مصنعي في شريحة الدركسون. الدركسون فيه شريحة مختصة بجميع الازرار اللي على الدركسون و دايم تخرب حتى اللي من أول سنة تطلع من الوكالة كل اللي اعرفهم تخرب معهم و يغيروها.
Pos,نصيحة القي نظرة على الاستخدام امريكي فل الفل 6 سلندر مواصفات قوة رفاهية شيء يسحر.
Neg,و الله كامري أبو لطفي فقيرة المواصفات و تعبانة.
Pos,و الله تستاهل الانتظار شكل مميز و اسم كامري صبورة لك و للزمن.
Pos,خذ جي ال اكس فل تشغيل مفتاح اهم شي تكون سعودي عشان الضمان قبل امس أخذتها لأخوي موتر يعجبك ما شاء الله تبارك الله خفيفة و فيها مرونة و عزم و صبورة.
Pos,انا توني شاري وحده 2017 gl مطور ممتازة ما شاء الله مكيفها ثلج و جربتها سافرت عليها من الرياض الى المدينة راسية و عزلها جيد و اقتصادية و الحين عليها عروض بالمعارض.
Neg,قليل جدا تلقاها عند الموزعين و غير مرغوبة لارتفاع سعرها.
Pos,نقطة مهمة ما ذكرتها اللي هو الثبات الالكتروني تراكشن ممتاز جدا هالميزة جات من 2017 و حساس الهواء للكفرات و لمبة الضباب اضافوها.
Neg,جربت 2017 اللمتد داخلية السيارة فاشلة بكل ما تعنيه الكلمة و فراملها سيئة و كل فرامل تويوتا جودتها سيئة.
Neg,أبو جميل مشلح كل اللي فيه.
